locNum	locType	locName	locStartText	sublocNum	sublocName	sublocStartText	itemNum	itemName	itemStartText	response	responseTime	outcome	itemEndText	locEndText
6	1	farmhouse	In the distance you see a simple farmhouse. You cautiously decide to approach and explore inside....	3	farmhousekitchen	You leave the bedroom and head towards the kitchen. It smells like someone baked bread recently.	5	kiwi_fruit.jpg	You see a small furry object. It is a kiwi fruit.	1	1.354732399999875	1	It leaves you feeling refreshed and energized.	You feel it's time to leave the house, so you exit out the back door and continue on your journey.
6	1	farmhouse	In the distance you see a simple farmhouse. You cautiously decide to approach and explore inside....	3	farmhousekitchen	You leave the bedroom and head towards the kitchen. It smells like someone baked bread recently.	6	mill.jpg	You see as simple drawing of a windmill.	2	3.745740999999953	2	On the backside is a funny poem and you would have laughed.	You feel it's time to leave the house, so you exit out the back door and continue on your journey.
7	2	dream	You fall asleep and begin to dream...	1	dreaminterior	You keep dreaming	1	sword.jpg	sword	1	1.472582600000123	2	Incorrect	You wake up...
7	2	dream	You fall asleep and begin to dream...	1	dreaminterior	You keep dreaming	2	tuba.jpg	tuba	1	0.7592728999998144	1	Correct	You wake up...
7	2	dream	You fall asleep and begin to dream...	1	dreaminterior	You keep dreaming	3	stool.jpg	stool	2	0.5895238000000518	2	Incorrect	You wake up...
7	2	dream	You fall asleep and begin to dream...	1	dreaminterior	You keep dreaming	4	Chorizo.JPG	Chorizo	2	0.7391184000000521	2	Incorrect	You wake up...
7	2	dream	You fall asleep and begin to dream...	1	dreaminterior	You keep dreaming	5	silo.JPG	silo	2	0.8055954999999813	1	Correct	You wake up...
7	2	dream	You fall asleep and begin to dream...	1	dreaminterior	You keep dreaming	6	redcurrant.jpg	redcurrant	1	0.7342983000000913	1	Correct	You wake up...
7	2	dream	You fall asleep and begin to dream...	2	dreaminterior	You keep dreaming	1	bedside_table.jpg	bedside table	1	2.330117599999994	2	Incorrect	You wake up...
7	2	dream	You fall asleep and begin to dream...	2	dreaminterior	You keep dreaming	2	bracelet.jpg	bracelet	1	0.8442460999999639	1	Correct	You wake up...
7	2	dream	You fall asleep and begin to dream...	2	dreaminterior	You keep dreaming	3	pincers.jpg	pincers	2	0.7892744000000675	2	Incorrect	You wake up...
7	2	dream	You fall asleep and begin to dream...	2	dreaminterior	You keep dreaming	4	harmonica.jpg	harmonica	1	0.7437440999999581	1	Correct	You wake up...
7	2	dream	You fall asleep and begin to dream...	2	dreaminterior	You keep dreaming	5	wasp.jpg	wasp	2	0.8169307999999091	2	Incorrect	You wake up...
7	2	dream	You fall asleep and begin to dream...	2	dreaminterior	You keep dreaming	6	ruler.jpg	ruler	2	0.7863830999999664	1	Correct	You wake up...
7	2	dream	You fall asleep and begin to dream...	3	dreaminterior	You keep dreaming	1	armadillo.jpg	armadillo	2	5.267150099999981	2	Incorrect	You wake up...
7	2	dream	You fall asleep and begin to dream...	3	dreaminterior	You keep dreaming	2	rooster.jpg	rooster	1	0.5861464999998134	2	Incorrect	You wake up...
7	2	dream	You fall asleep and begin to dream...	3	dreaminterior	You keep dreaming	3	raisin.jpg	raisin	1	0.7103122000000894	1	Correct	You wake up...
7	2	dream	You fall asleep and begin to dream...	3	dreaminterior	You keep dreaming	4	turnip.jpg	turnip	2	1.066670299999942	2	Incorrect	You wake up...
7	2	dream	You fall asleep and begin to dream...	3	dreaminterior	You keep dreaming	5	dart.jpg	dart	1	1.004153699999961	1	Correct	You wake up...
7	2	dream	You fall asleep and begin to dream...	3	dreaminterior	You keep dreaming	6	spinning_top.jpg	spinning top	1	2.307032100000015	1	Correct	You wake up...
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	1	castlehall	The gates open to a great hall. You decide to investigate while you dry off.	1	shield.jpg	You see a shiny piece of metal under a cloth. It is a really cool shield.	2	3.28147389999981	2	You would have felt safe and protected and would have walked with confidence.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	1	castlehall	The gates open to a great hall. You decide to investigate while you dry off.	2	piano_.jpg	You notice an ancient piano.	2	1.348100899999963	2	You would have found a large emerald hidden in the top.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	1	castlehall	The gates open to a great hall. You decide to investigate while you dry off.	3	couch.jpg	You notice a plush large couch.	2	1.121861999999965	1	You would have had a poor sleep.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	1	castlehall	The gates open to a great hall. You decide to investigate while you dry off.	4	anchovy.jpg	You are feeling quite peckish. You find a can of anchovies, but its old.	2	2.659456999999975	1	It would have been very old and would have made your stomach sour.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	1	castlehall	The gates open to a great hall. You decide to investigate while you dry off.	5	shanty.jpg	A child has been trying to build a model of a house, but it isn't going well.	1	1.211784200000011	2	As soon as you touch it, it falls apart. Someone's going to be very unhappy.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	1	castlehall	The gates open to a great hall. You decide to investigate while you dry off.	6	strawberry.jpg	You see a small bundle of strawberries in a container.	1	1.151209999999992	1	They are fresh and delicious.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	2	castlebedroom	You wander deeper into the castle, and find an ancient bedroom. You walk in.	1	armchair.jpg	Your feet feel sore and you want to take a rest. You see a cozy armchair.	1	1.562504499999932	1	You relax and end up falling asleep.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	2	castlebedroom	You wander deeper into the castle, and find an ancient bedroom. You walk in.	2	bangle_bracelet.jpg	You are feeling exhausted. You come across a bangle bracelet with an engraving promising instant energy.	2	2.407478200000014	2	You would have found out it is true and you would have been hyped.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	2	castlebedroom	You wander deeper into the castle, and find an ancient bedroom. You walk in.	3	leveller.jpg	You are trying to open some nuts but don't have anything on hand. You come across a leveller.	2	2.720426300000099	1	You would have missed the nuts and would have hit your thumb, also breaking the leveller in the process.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	2	castlebedroom	You wander deeper into the castle, and find an ancient bedroom. You walk in.	4	bugle.jpg	You come across a squished brass instrument. It is a bugle.	2	3.329154000000017	2	You would have done it very carefully and been able to make it playable again.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	2	castlebedroom	You wander deeper into the castle, and find an ancient bedroom. You walk in.	5	butterfly.jpg	You see a colourful flash. It is a butterfly on a mission.	1	1.814312700000073	2	You are led to a pile of garbage. You feel obligated to clean it up and waste an evening.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	2	castlebedroom	You wander deeper into the castle, and find an ancient bedroom. You walk in.	6	folder.jpg	You are snooping and come across a folder. It writes in big letters "Top secret! Do not open".	2	2.632316299999957	1	Inside would have been a booby trap with ink, and you would have gotten covered.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	3	castlecouryard	You exit the bedroom and keep exploring. You come across a great courtyard and look around.	1	bat.jpg	You hear the soft flapping of wings. You see a bat swooping through the air towards you.	2	4.337290699999812	2	The bat is friendly and would have led you toward a gold pile.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	3	castlecouryard	You exit the bedroom and keep exploring. You come across a great courtyard and look around.	2	pheasant.jpg	You come across a sleeping bird. It is a pheasant.	1	1.621907899999997	1	It was running late to get the worm and is grateful you woke it up.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	3	castlecouryard	You exit the bedroom and keep exploring. You come across a great courtyard and look around.	3	hazelnut.jpg	You are offered some nuts. They are hazelnuts.	1	5.325276600000052	1	They are imbued with powers to give you flight.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	3	castlecouryard	You exit the bedroom and keep exploring. You come across a great courtyard and look around.	4	potato.jpg	You are offered a bundle of potatoes for fries.	1	1.369051599999921	2	The fries are mushy and gross.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	3	castlecouryard	You exit the bedroom and keep exploring. You come across a great courtyard and look around.	5	racket.jpg	You come across an old racket and ball.	2	1.840935800000125	2	You would have hit it around and would have gotten a long streak of no misses.	The rain stopped and your curiosity is satiated. You continue on your journey.
8	1	castle	It starts to rain and you look for shelter. You see a tall stony castle and hurry inside....	3	castlecouryard	You exit the bedroom and keep exploring. You come across a great courtyard and look around.	6	soccer_ball.jpg	You find a half deflated soccer ball.	2	1.685312899999872	1	It would not have worked well at all and you would have been disappointed.	The rain stopped and your curiosity is satiated. You continue on your journey.
